sample_id,app_label
1148,network-storage
1149,web-browsing
1150,instant-message
1151,instant-message
1152,video
1153,game
1154,web-browsing
1155,network-transmission
1156,network-transmission
1157,game
1158,instant-message
1159,instant-message
1160,network-transmission
1161,video
1162,web-browsing
1163,mail-service
1164,mail-service
1165,video
1166,network-transmission
1167,web-browsing
1168,web-browsing
1169,mail-service
1170,mail-service
1171,video
1172,web-browsing
1173,network-transmission
1174,game
1175,web-browsing
1176,video
1177,video
1178,network-storage
1179,network-storage
1180,video
1181,instant-message
1182,mail-service
1183,web-browsing
1184,web-browsing
1185,video
1186,network-storage
1187,network-storage
1188,video
1189,game
1190,network-transmission
1191,video
1192,instant-message
1193,network-transmission
1194,network-transmission
1195,web-browsing
1196,game
1197,instant-message
1198,mail-service
1199,network-storage
1200,web-browsing
1201,video
1202,web-browsing
1203,mail-service
1204,network-storage
1205,web-browsing
1206,web-browsing
1207,game
1208,web-browsing
1209,instant-message
1210,mail-service
1211,mail-service
1212,game
1213,mail-service
1214,web-browsing
1215,network-transmission
1216,video
1217,mail-service
1218,network-storage
1219,mail-service
1220,video
1221,game
1222,mail-service
1223,web-browsing
1224,game
1225,mail-service
1226,video
1227,mail-service
1228,web-browsing
1229,instant-message
1230,web-browsing
1231,web-browsing
1232,instant-message
1233,game
1234,instant-message
1235,video
1236,network-transmission
1237,instant-message
1238,game
1239,game
1240,instant-message
1241,web-browsing
1242,web-browsing
1243,game
1244,video
1245,video
1246,instant-message
1247,video
1248,instant-message
1249,mail-service
1250,game
1251,game
1252,video
1253,network-transmission
1254,network-transmission
1255,instant-message
1256,network-storage
1257,instant-message
1258,network-transmission
1259,video
1260,web-browsing
1261,network-storage
1262,mail-service
1263,video
1264,network-transmission
1265,mail-service
1266,game
1267,web-browsing
1268,web-browsing
1269,web-browsing
1270,video
1271,network-transmission
1272,network-storage
1273,video
1274,instant-message
1275,network-transmission
1276,network-storage
1277,video
1278,video
1279,video
1280,web-browsing
1281,network-transmission
1282,network-transmission
1283,mail-service
1284,network-storage
1285,game
1286,mail-service
1287,instant-message
1288,web-browsing
1289,instant-message
1290,web-browsing
1291,web-browsing
1292,game
1293,mail-service
1294,video
1295,instant-message
1296,mail-service
1297,video
1298,game
1299,video
1300,web-browsing
1301,mail-service
1302,instant-message
1303,web-browsing
1304,network-storage
1305,network-transmission
1306,mail-service
1307,instant-message
1308,mail-service
1309,instant-message
1310,game
1311,mail-service
1312,network-storage
1313,game
1314,game
1315,instant-message
1316,network-storage
1317,video
1318,game
1319,instant-message
1320,web-browsing
1321,web-browsing
1322,instant-message
1323,video
1324,video
1325,mail-service
1326,instant-message
1327,video
1328,network-transmission
1329,instant-message
1330,instant-message
1331,network-transmission
1332,network-transmission
1333,mail-service
1334,video
1335,web-browsing
1336,game
1337,game
1338,mail-service
1339,instant-message
1340,mail-service
1341,instant-message
1342,network-transmission
1343,network-storage
1344,network-storage
1345,mail-service
1346,video
1347,game
1348,network-storage
1349,video
1350,web-browsing
1351,video
1352,mail-service
1353,network-storage
1354,mail-service
1355,instant-message
1356,mail-service
1357,instant-message
1358,web-browsing
1359,network-transmission
1360,network-storage
1361,network-transmission
1362,network-transmission
1363,video
1364,game
1365,network-storage
1366,mail-service
1367,network-storage
1368,network-storage
1369,video
1370,network-storage
1371,network-storage
1372,mail-service
1373,game
1374,mail-service
1375,mail-service
1376,video
1377,instant-message
1378,network-storage
1379,video
1380,mail-service
1381,mail-service
1382,video
1383,instant-message
1384,instant-message
1385,game
1386,video
1387,game
1388,web-browsing
1389,network-storage
1390,video
1391,game
1392,instant-message
1393,game
1394,video
1395,game
1396,instant-message
1397,game
1398,game
1399,instant-message
1400,web-browsing
1401,game
1402,instant-message
1403,video
1404,instant-message
1405,video
1406,game
1407,mail-service
1408,game
1409,web-browsing
1410,video
1411,network-transmission
1412,game
1413,network-storage
1414,instant-message
1415,mail-service
1416,video
1417,instant-message
1418,network-transmission
1419,network-transmission
1420,network-storage
1421,mail-service
1422,game
1423,web-browsing
1424,web-browsing
1425,mail-service
1426,network-storage
1427,instant-message
1428,web-browsing
1429,video
1430,mail-service
1431,network-storage
1432,network-storage
1433,instant-message
1434,instant-message
1435,instant-message
1436,network-storage
1437,instant-message
1438,mail-service
1439,video
1440,video
1441,network-storage
1442,instant-message
1443,mail-service
1444,game
1445,instant-message
1446,mail-service
1447,video
1448,mail-service
1449,mail-service
1450,mail-service
1451,network-storage
1452,instant-message
1453,game
1454,instant-message
1455,network-storage
1456,mail-service
1457,video
1458,game
1459,video
1460,web-browsing
1461,mail-service
1462,instant-message
1463,network-transmission
1464,video
1465,network-transmission
1466,web-browsing
1467,instant-message
1468,web-browsing
1469,game
1470,network-transmission
1471,web-browsing
1472,network-transmission
1473,web-browsing
1474,mail-service
1475,mail-service
1476,web-browsing
1477,web-browsing
1478,instant-message
1479,video
1480,network-storage
1481,instant-message
1482,video
1483,video
1484,web-browsing
1485,video
1486,instant-message
1487,network-transmission
1488,network-storage
1489,web-browsing
1490,network-transmission
1491,instant-message
1492,game
1493,mail-service
1494,network-storage
1495,game
1496,mail-service
1497,network-storage
1498,network-storage
1499,network-storage
1500,network-transmission
1501,mail-service
1502,network-transmission
1503,network-transmission
1504,mail-service
1505,instant-message
1506,mail-service
1507,mail-service
1508,web-browsing
1509,instant-message
1510,network-transmission
1511,network-transmission
1512,mail-service
1513,mail-service
1514,network-transmission
1515,mail-service
1516,instant-message
1517,network-transmission
1518,game
1519,instant-message
1520,instant-message
1521,video
1522,game
1523,instant-message
1524,game
1525,video
1526,game
1527,mail-service
1528,web-browsing
1529,network-transmission
1530,network-storage
1531,game
1532,mail-service
1533,game
1534,instant-message
1535,web-browsing
1536,mail-service
1537,mail-service
1538,network-storage
1539,video
1540,game
1541,game
1542,video
1543,video
1544,network-transmission
1545,network-transmission
1546,instant-message
1547,mail-service
1548,video
1549,mail-service
1550,instant-message
1551,mail-service
1552,network-transmission
1553,network-transmission
1554,network-storage
1555,mail-service
1556,web-browsing
1557,web-browsing
1558,mail-service
1559,game
1560,instant-message
1561,web-browsing
1562,network-transmission
1563,network-storage
1564,mail-service
1565,mail-service
1566,game
1567,game
1568,game
1569,web-browsing
1570,video
1571,network-transmission
1572,game
1573,network-transmission
1574,mail-service
1575,game
1576,network-storage
1577,mail-service
1578,instant-message
1579,network-storage
1580,network-transmission
1581,network-storage
1582,network-transmission
1583,network-storage
1584,video
1585,web-browsing
1586,network-storage
1587,instant-message
1588,video
1589,instant-message
1590,web-browsing
1591,instant-message
1592,network-transmission
1593,network-storage
1594,web-browsing
1595,network-storage
1596,web-browsing
1597,video
1598,network-storage
1599,network-transmission
1600,mail-service
1601,game
1602,network-transmission
1603,web-browsing
1604,network-storage
1605,instant-message
1606,network-transmission
1607,game
1608,web-browsing
1609,instant-message
1610,mail-service
1611,mail-service
1612,mail-service
1613,game
1614,instant-message
1615,instant-message
1616,instant-message
1617,video
1618,network-storage
1619,network-storage
1620,video
1621,instant-message
1622,mail-service
1623,instant-message
1624,network-transmission
1625,network-storage
1626,game
1627,mail-service
1628,web-browsing
1629,network-storage
1630,network-transmission
1631,instant-message
1632,network-transmission
1633,web-browsing
1634,mail-service
1635,video
1636,web-browsing
1637,video
1638,network-transmission
1639,instant-message
1640,network-storage
1641,video
1642,network-transmission
1643,game
1644,mail-service
1645,mail-service
1646,network-storage
1647,mail-service
1648,network-transmission
1649,video
1650,network-transmission
1651,network-transmission
1652,web-browsing
1653,instant-message
1654,game
1655,instant-message
1656,game
1657,web-browsing
1658,mail-service
1659,video
1660,mail-service
1661,web-browsing
1662,web-browsing
1663,mail-service
1664,web-browsing
1665,video
1666,web-browsing
1667,video
1668,video
1669,mail-service
1670,game
1671,video
1672,network-transmission
1673,network-transmission
1674,video
1675,network-storage
1676,web-browsing
1677,instant-message
1678,mail-service
1679,network-storage
1680,web-browsing
1681,network-storage
1682,mail-service
1683,network-storage
1684,video
1685,web-browsing
1686,web-browsing
1687,instant-message
1688,network-storage
1689,network-storage
1690,video
1691,web-browsing
1692,video
1693,network-transmission
1694,game
1695,web-browsing
1696,mail-service
1697,network-transmission
1698,video
1699,web-browsing
1700,web-browsing
1701,network-transmission
1702,network-transmission
1703,mail-service
1704,video
1705,network-storage
1706,instant-message
1707,network-storage
1708,mail-service
1709,video
1710,web-browsing
1711,mail-service
1712,game
1713,web-browsing
1714,network-storage
1715,network-transmission
1716,video
1717,instant-message
1718,instant-message
1719,mail-service
1720,network-storage
1721,web-browsing
1722,game
1723,mail-service
1724,mail-service
1725,network-storage
1726,video
1727,instant-message
1728,network-transmission
1729,mail-service
1730,game
1731,game
1732,instant-message
1733,web-browsing
1734,instant-message
1735,game
1736,mail-service
1737,instant-message
1738,web-browsing
1739,network-transmission
1740,network-transmission
1741,network-storage
1742,video
1743,game
1744,network-storage
1745,mail-service
1746,instant-message
1747,instant-message
1748,network-storage
1749,mail-service
1750,web-browsing
1751,video
1752,instant-message
1753,network-storage
1754,network-storage
1755,network-storage
1756,web-browsing
1757,web-browsing
1758,network-storage
1759,video
1760,instant-message
1761,game
1762,game
1763,network-storage
1764,network-storage
1765,instant-message
1766,game
1767,video
1768,instant-message
1769,instant-message
1770,web-browsing
1771,web-browsing
1772,network-transmission
1773,instant-message
1774,network-storage
1775,video
1776,web-browsing
1777,network-storage
1778,mail-service
1779,web-browsing
1780,instant-message
1781,video
1782,web-browsing
1783,game
1784,web-browsing
1785,mail-service
1786,mail-service
1787,instant-message
1788,web-browsing
1789,mail-service
1790,instant-message
1791,network-transmission
1792,mail-service
1793,instant-message
1794,mail-service
1795,mail-service
1796,game
1797,game
1798,game
1799,instant-message
1800,game
1801,instant-message
1802,game
1803,instant-message
1804,instant-message
1805,instant-message
1806,web-browsing
1807,game
1808,mail-service
1809,instant-message
1810,network-storage
1811,network-storage
1812,instant-message
1813,web-browsing
1814,video
1815,video
1816,mail-service
1817,network-storage
1818,game
1819,mail-service
1820,network-transmission
1821,web-browsing
1822,network-storage
1823,web-browsing
1824,network-storage
1825,video
1826,network-storage
1827,game
1828,instant-message
1829,game
1830,game
1831,mail-service
1832,mail-service
1833,network-storage
1834,web-browsing
1835,video
1836,mail-service
1837,mail-service
1838,network-storage
1839,game
1840,video
1841,game
1842,instant-message
1843,game
1844,network-transmission
1845,mail-service
1846,network-transmission
1847,game
1848,web-browsing
1849,instant-message
1850,video
1851,video
1852,web-browsing
1853,game
1854,network-storage
1855,game
1856,web-browsing
1857,network-storage
1858,video
1859,web-browsing
1860,network-storage
1861,web-browsing
1862,network-transmission
1863,web-browsing
1864,instant-message
1865,mail-service
1866,video
1867,web-browsing
1868,web-browsing
1869,web-browsing
1870,network-transmission
1871,web-browsing
1872,instant-message
1873,network-transmission
1874,mail-service
1875,mail-service
1876,video
1877,network-transmission
1878,instant-message
1879,network-transmission
1880,network-storage
1881,video
1882,game
1883,network-transmission
1884,network-transmission
1885,network-transmission
1886,mail-service
1887,web-browsing
1888,game
1889,mail-service
1890,mail-service
1891,web-browsing
1892,mail-service
1893,network-transmission
1894,video
1895,network-storage
1896,web-browsing
1897,game
1898,network-storage
1899,game
1900,network-transmission
1901,web-browsing
1902,network-storage
1903,video
1904,video
1905,game
1906,web-browsing
1907,video
1908,video
1909,mail-service
1910,network-transmission
1911,mail-service
1912,instant-message
1913,instant-message
1914,instant-message
1915,game
1916,instant-message
1917,game
1918,game
1919,instant-message
1920,game
1921,web-browsing
1922,network-storage
1923,video
1924,video
1925,mail-service
1926,network-storage
1927,mail-service
1928,mail-service
1929,instant-message
1930,game
1931,web-browsing
1932,web-browsing
1933,web-browsing
1934,network-transmission
1935,network-storage
1936,instant-message
1937,web-browsing
1938,game
1939,web-browsing
1940,instant-message
1941,game
1942,network-transmission
1943,video
1944,mail-service
1945,game
1946,instant-message
1947,network-transmission
1948,instant-message
1949,web-browsing
1950,instant-message
1951,video
1952,instant-message
1953,game
1954,web-browsing
1955,instant-message
1956,instant-message
1957,network-storage
1958,mail-service
1959,mail-service
1960,game
1961,web-browsing
1962,instant-message
1963,network-storage
1964,video
1965,mail-service
1966,instant-message
1967,instant-message
1968,instant-message
1969,network-transmission
1970,game
1971,web-browsing
1972,game
1973,network-transmission
1974,video
1975,instant-message
1976,web-browsing
1977,network-transmission
1978,web-browsing
1979,game
1980,network-transmission
1981,web-browsing
1982,video
1983,web-browsing
1984,mail-service
1985,network-storage
1986,network-transmission
1987,video
1988,web-browsing
1989,mail-service
1990,instant-message
1991,video
